81	82	91412	93179	1767
82	83	93165	94653	1488
83	84	94649	96008	1359
84	85	96001	97084	1083
85	86	97086	98403	1317
86	87	98402	99647	1245
87	88	99643	100711	1068
88	89	100764	102240	1476
89	90	102232	103153	921
90	91	103154	103985	831
91	92	103981	105244	1263
92	93	105304	106456	1152
93	94	106556	107474	918
94	95	107704	108217	513
95	96	108278	110984	2706
96	97	111043	111433	390
97	98	111648	111846	198
98	99	111855	112599	744
99	100	112598	113219	621
100	101	113443	114487	1044
101	102	114521	115724	1203
102	103	115713	117099	1386
103	104	117108	117549	441
104	105	117751	118645	894
105	106	118732	119284	552
106	107	119280	120135	855
107	108	120177	121551	1374
108	109	122091	122856	765
109	110	123016	125680	2664
110	111	125694	127587	1893
111	112	127911	129336	1425
112	113	129406	131260	1854
113	114	131614	134212	2598
114	115	134387	134750	363
115	116	134787	135582	795
116	117	135597	136464	867
117	118	136569	136917	348
118	119	137082	138633	1551
119	120	138834	141225	2391
120	121	141430	141967	537
121	122	142007	142670	663
122	123	142778	143705	927
123	124	143701	144472	771
124	125	144576	145017	441
125	126	145080	146310	1230
126	127	146313	146694	381
127	128	146967	147870	903
128	129	147943	148795	852
129	130	148806	149601	795
130	131	149714	150953	1239
131	132	151002	151599	597
132	133	151625	152231	606
133	134	152242	152812	570
134	135	152828	155426	2598
135	136	155460	156201	741
136	137	156298	156883	585
137	138	157252	157732	480
138	139	157728	159126	1398
139	140	159185	160112	927
140	141	160148	160604	456
141	142	160781	161486	705
142	143	161500	162031	531
143	144	162104	164534	2430
144	145	164729	167264	2535
145	146	167483	169727	2244
146	147	169777	170575	798
147	148	170574	171465	891
148	149	171461	173444	1983
149	150	173601	174882	1281
150	151	175106	176528	1422
151	152	176609	176954	345
152	153	177000	177624	624
153	154	177661	178462	801
154	155	178454	179153	699
155	156	179236	180754	1518
156	157	180883	182308	1425
157	158	182462	183620	1158
158	159	183708	184095	387
159	160	184256	185069	813
160	161	185122	185947	825
161	162	185977	188650	2673
162	163	188711	189506	795
163	164	189873	190599	726
164	165	190856	191708	852
165	166	191854	192580	726
166	167	192871	193429	558
167	168	193520	194717	1197
168	169	194902	195664	762
169	170	195676	196534	858
170	171	196545	197898	1353
171	172	197927	200360	2433
172	173	200481	200967	486
173	174	200970	201996	1026
174	175	202100	202556	456
175	176	202559	203348	789
176	177	203347	204496	1149
177	178	204492	205089	597
178	179	205125	208608	3483
179	180	208620	209580	960
180	181	209678	211820	2142
181	182	211876	212266	390
182	183	212330	213629	1299
183	184	213677	213932	255
184	185	213924	214125	201
185	186	214290	214836	546
186	187	214832	215255	423
187	188	215268	215979	711
188	189	216178	217003	825
189	190	217056	218775	1719
190	191	218886	219594	708
191	192	219590	219995	405
192	193	220112	220928	816
193	194	220967	221621	654
194	195	221613	222645	1032
195	196	222832	223408	576
196	197	229166	229970	804
197	198	229966	230881	915
198	199	231121	231922	801
199	200	231925	232549	624
200	201	232596	233955	1359
201	202	234026	234782	756
202	203	234815	235538	723
203	204	235534	236002	468
204	205	236066	236798	732
205	206	237334	238120	786
206	207	238256	238736	480
207	208	238745	239102	357
208	209	239105	239378	273
209	210	239418	240189	771
210	211	240342	240816	474
211	212	240858	243303	2445
212	213	243542	244121	579
213	214	244326	245094	768
214	215	245064	245805	741
215	216	245960	246239	279
216	217	246241	246502	261
217	218	246711	247461	750
218	219	247636	248134	498
219	220	248357	250070	1713
220	221	250071	250827	756
221	222	250897	251953	1056
222	223	252004	252298	294
223	224	252300	252699	399
224	225	252708	253161	453
225	226	253478	253685	207
226	227	253701	254202	501
227	228	254258	255716	1458
228	229	255976	256435	459
229	230	256526	257771	1245
230	231	257828	257899	71
230	232	258675	259006	331
231	233	259044	260100	1056
232	234	260387	261491	1104
233	235	261502	262756	1254
234	236	263149	263212	63
235	237	263327	263669	342
236	238	263689	264007	318
237	239	264025	264247	222
238	240	264255	264732	477
239	241	264747	265206	459
240	242	265303	265543	240
241	243	265619	266087	468
242	244	266109	266553	444
243	245	266552	266774	222
244	246	266775	266967	192
245	247	267183	268005	822
246	248	268096	268960	864
247	249	269288	270182	894
248	250	270277	270535	258
249	252	270602	271754	1152
248	251	271763	272189	426
250	253	272846	273954	1108
251	254	274100	275117	1017
252	255	275324	276728	1404
253	256	276714	277647	933
254	257	277755	278802	1047
255	258	278813	279161	348
256	259	279177	279681	504
257	260	279599	279875	276
258	261	279930	280104	174
259	262	280113	280362	249
260	263	280426	280735	309
261	264	280828	281983	1155
262	265	282277	283186	909
263	266	283200	285168	1968
264	267	285394	286777	1383
265	268	286788	288399	1611
266	269	288403	289162	759
267	270	289300	290305	1005
268	271	290428	290633	205
269	272	290648	291152	504
270	273	291070	291346	276
271	274	291403	292231	828
272	275	292321	292948	627
273	276	293219	293918	699
274	277	293944	294799	855
275	278	295138	295579	441
276	279	295695	297096	1401
277	280	297380	297719	339
278	281	297713	297791	78
279	282	297769	298726	957
280	283	298735	300934	2199
281	284	300930	301887	957
282	285	301883	302573	690
283	286	302990	303605	615
284	287	303852	304182	330
285	288	304494	305205	711
286	289	305173	306817	1644
287	290	306806	309332	2526
288	291	309357	310026	669
289	292	310083	310671	588
290	293	310745	311336	591
291	294	312111	312339	228
292	295	312373	312514	141
293	296	312513	312777	264
294	297	313140	313242	102
295	298	313715	313805	90
296	299	314356	315228	872
297	300	315290	315590	300
298	301	315586	316453	867
299	302	316485	317169	684
300	303	317438	317567	129
301	304	317725	318319	594
302	305	318330	318567	237
303	306	318675	320001	1326
304	307	320226	321081	855
305	308	321607	322327	720
306	309	322337	323765	1428
307	310	323757	324453	696
308	311	324695	325364	669
309	312	325576	327247	1671
310	313	327260	328733	1473
311	314	328746	329334	588
312	315	329462	331496	2034
313	316	332370	333459	1089
314	317	333500	334433	933
315	318	334524	335022	498
316	319	335279	335885	606
317	320	335924	336788	864
318	321	336777	338325	1548
319	322	338324	339743	1419
320	323	340164	341115	951
321	324	341124	342507	1383
322	325	342883	343933	1050
323	326	344175	344991	816
324	327	345403	345649	246
325	328	345665	346337	672
326	329	346483	346759	276
327	330	346856	348443	1587
328	331	348681	349572	891
329	332	350011	351181	1170
330	333	351214	352666	1452
331	334	352705	354592	1887
332	335	354921	356181	1260
333	336	356170	357454	1284
334	337	357790	358690	900
335	338	358798	359458	660
336	339	359488	359959	471
337	340	359991	361146	1155
338	341	361248	361860	612
339	342	361925	363179	1254
340	343	363230	366305	3075
341	344	366427	367510	1083
342	345	367586	368420	834
343	346	368610	370275	1665
344	347	370276	371221	945
345	348	371238	372105	867
346	349	372114	372924	810
347	350	372920	373871	951
348	351	373867	374881	1014
349	352	375458	376670	1212
350	353	376771	377311	540
351	354	377534	378368	834
352	355	378461	379571	1110
353	356	379605	379881	276
354	357	380068	380842	774
355	359	380843	381260	417
356	360	381350	381716	366
357	361	381673	382579	906
355	358	382590	382872	282
358	362	382738	383935	1197
359	363	384058	384616	558
360	364	385231	386194	963
361	365	386206	386974	768
362	366	386970	387798	828
363	367	387794	388646	852
364	368	388752	389727	975
365	369	390250	391708	1458
366	371	391738	392605	867
367	372	392601	392901	300
365	370	392969	394418	1449
368	373	394505	395129	624
369	374	395129	396287	1158
370	375	396638	397859	1221
371	376	397871	398966	1095
372	377	399024	399333	309
373	378	399592	399805	213
374	379	399828	400923	1095
375	380	401385	401646	261
376	381	401746	403162	1416
377	382	403280	403601	321
378	383	403702	404818	1116
379	384	404834	405644	810
380	385	405763	406222	459
381	386	406404	406929	525
382	387	406978	407170	192
383	388	407427	408105	678
384	389	408176	408461	285
385	390	408608	408950	342
386	391	409107	410019	912
387	392	410143	411052	909
388	393	411296	412481	1185
389	394	412606	415753	3147
390	395	415749	416952	1203
391	396	417141	417831	690
392	397	417888	419184	1296
393	398	419590	420910	1320
394	399	420985	422359	1374
395	400	422517	424332	1815
396	401	424336	424918	582
397	402	425010	426081	1071
398	403	426136	427264	1128
399	404	427286	427619	333
400	405	427646	429494	1848
401	406	429504	430476	972
402	407	430604	430952	348
403	408	431128	432013	885
404	409	432311	432851	540
405	410	433001	433451	450
406	411	433454	434558	1104
407	412	434646	435117	471
408	413	435136	435556	420
409	414	435633	436611	978
410	415	436588	437107	519
411	416	437160	438135	975
412	417	438314	440177	1863
413	418	440201	441101	900
414	419	441100	441343	243
415	420	441548	442997	1449
416	421	443050	443641	591
417	422	443603	444515	912
418	423	444682	445174	492
419	424	445301	446666	1365
420	425	446814	447705	891
421	426	447716	448046	330
422	427	448045	448660	615
423	428	448649	450641	1992
424	429	450662	451610	948
425	430	452069	453545	1476
426	431	453588	454167	579
427	432	454471	454789	318
428	433	455132	456431	1299
429	434	456676	457300	624
430	435	457425	458700	1275
431	436	458887	461242	2355
432	437	461450	461723	273
433	438	461914	463786	1872
434	439	463936	464308	372
435	440	464401	464800	399
436	441	464851	465547	696
437	442	465611	467312	1701
438	443	467411	468230	819
439	444	468382	468841	459
440	445	468870	470643	1773
441	446	470635	472417	1782
442	447	472597	472936	339
443	448	472965	474252	1287
444	449	474300	475161	861
445	450	475378	475951	573
446	451	475981	476371	390
447	452	476671	477025	354
448	453	477066	478617	1551
449	454	478780	479251	471
450	455	479366	479918	552
451	456	480089	480308	219
452	457	480333	480708	375
453	458	481253	484403	3150
454	459	484425	485619	1194
455	460	485760	486408	648
456	461	486535	489898	3363
457	462	490109	490271	162
458	463	490284	490812	528
459	464	490881	491259	378
460	465	491411	491963	552
461	466	492091	494023	1932
462	467	494075	494405	330
463	468	494404	495010	606
464	469	495119	496994	1875
465	470	497174	497819	645
466	471	498054	499017	963
467	472	499013	499973	960
468	473	500124	501429	1305
469	474	501561	503238	1677
470	475	503475	504696	1221
471	476	504913	506566	1653
472	477	506602	507082	480
473	478	507285	508080	795
474	479	508217	508559	342
475	480	508874	511379	2505
476	481	511640	512573	933
477	482	512575	513868	1293
478	483	513992	514400	408
479	484	514400	514859	459
480	485	514855	515773	918
481	486	515918	516596	678
482	487	516582	517362	780
483	488	517424	518279	855
484	489	518339	519149	810
485	490	519138	519765	627
486	491	519732	520419	687
487	492	520415	522830	2415
488	493	523260	527541	4281
489	494	527580	527949	369
490	495	527951	528659	708
491	496	528639	529130	491
492	497	529499	529592	93
493	499	529594	529660	66
493	498	529659	530016	357
494	500	530131	531226	1095
495	501	531294	532221	927
496	502	532450	532933	483
497	503	533010	533826	816
498	504	533915	535697	1782
499	505	535709	536486	777
500	506	536585	537464	879
501	507	537632	539087	1455
502	508	539146	540508	1362
503	509	540564	541866	1302
504	510	541887	543033	1146
505	511	543260	544046	786
506	512	544056	545292	1236
507	513	545313	546363	1050
508	514	546679	548347	1668
509	515	548356	549616	1260
510	516	549626	550442	816
511	517	550438	551332	894
512	518	551526	552594	1068
513	519	552590	553100	510
514	520	553217	553940	723
515	521	553942	554437	495
516	522	554610	555996	1386
517	523	556031	556553	522
518	524	556660	556873	213
519	525	556874	557741	867
520	526	558211	558754	543
521	527	558973	559666	693
522	528	559696	562300	2604
523	529	562335	563319	984
524	530	563329	563845	516
525	531	563847	564480	633
526	532	564814	565978	1164
527	533	565857	566079	222
528	534	566097	566376	279
529	535	566375	566687	312
530	536	566683	566776	93
531	538	566841	567141	300
532	539	567137	568004	867
530	537	568034	568247	213
533	540	568314	568647	333
534	541	568901	570428	1527
535	542	570892	571444	552
536	543	571453	572251	798
537	544	572367	572469	102
538	545	572465	572921	456
539	546	572920	573091	171
540	547	573083	573374	291
541	548	573370	573733	363
542	549	573729	573870	141
543	550	573955	574339	384
544	552	574528	574586	58
545	553	574736	575753	1017
544	551	575785	576825	1040
546	554	577397	577613	216
547	555	577612	578110	498
548	556	578106	578568	462
549	557	578326	578509	183
550	558	578599	578893	294
551	559	579183	579594	411
552	560	579879	580086	207
553	561	580250	580445	195
554	562	580833	581379	546
555	563	581353	581662	309
556	564	581659	582097	438
557	566	582151	582804	653
557	565	582802	582806	4
558	567	582952	583135	183
559	568	583680	584430	750
560	569	584679	585633	954
561	570	586146	586908	762
562	571	587090	587981	891
563	572	587981	590954	2973
564	573	590940	593178	2238
565	574	593327	594770	1443
566	575	594759	595443	684
567	576	595599	596973	1374
568	577	597130	597463	333
569	578	597478	598702	1224
570	579	598713	601857	3144
571	580	601958	603335	1377
572	581	603415	604663	1248
573	582	604770	605424	654
574	583	605517	605886	369
575	584	605950	606199	249
576	585	606264	607383	1119
577	586	607835	607988	153
578	587	608064	609177	1113
579	588	609458	610079	621
580	589	610253	612494	2241
581	590	612736	613939	1203
582	591	613941	614160	219
583	592	614156	618038	3882
584	593	618253	619387	1134
585	594	619383	620199	816
586	595	620195	621188	993
587	596	621184	622189	1005
588	597	622299	623550	1251
589	598	623553	624510	957
590	599	624884	626060	1176
591	600	626069	627680	1611
592	601	627693	628551	858
593	602	628550	629297	747
594	603	629299	629713	414
595	604	629893	631999	2106
596	605	632181	632379	198
597	606	632388	633477	1089
598	607	633585	634746	1161
599	608	634746	635376	630
600	609	635348	636569	1221
601	610	636715	637618	903
602	611	637826	638573	747
603	612	638944	639508	564
604	613	639752	641318	1566
605	614	641438	641867	429
606	615	642087	643326	1239
607	616	643556	643967	411
608	617	644196	645003	807
609	618	645116	646580	1464
610	619	646630	647509	879
611	620	647483	648035	552
612	621	648038	649571	1533
613	622	649581	650490	909
614	623	650486	650783	297
615	624	650797	651856	1059
616	625	652234	653893	1659
617	626	653861	654542	681
618	627	654582	655968	1386
619	628	656556	657117	561
620	629	657291	657501	210
621	630	657554	657938	384
622	631	658030	658225	195
622	632	658224	658818	594
623	633	658946	659150	204
624	634	659250	660216	966
625	635	660424	661378	954
626	636	661636	662278	642
627	637	662378	662642	264
628	638	662751	663963	1212
629	639	664101	665190	1089
630	640	665200	666313	1113
631	641	666315	668217	1902
632	642	668247	668715	468
633	643	668718	669036	318
634	644	669295	669907	612
635	645	669930	670572	642
636	646	670573	671605	1032
637	647	671604	672186	582
638	648	672200	674783	2583
639	649	675017	675500	483
640	650	675569	676547	978
641	651	676710	677418	708
642	652	677414	678842	1428
643	653	678851	679406	555
644	654	679507	680215	708
645	655	680211	681663	1452
646	656	681722	683393	1671
647	657	683476	684412	936
648	658	684529	685255	726
649	659	685254	685929	675
650	660	685928	686669	741
651	661	686838	687747	909
652	662	687996	689013	1017
653	663	689342	690881	1539
654	664	690905	691784	879
655	665	691873	692341	468
656	666	692337	693378	1041
657	667	693530	694955	1425
658	668	695100	696276	1176
659	669	697512	699177	1665
660	670	699573	700326	753
661	671	700373	701594	1221
662	672	701602	702751	1149
663	673	702810	703611	801
664	674	703943	705890	1947
665	675	706092	707757	1665
666	676	708333	709740	1407
667	677	709789	710116	327
668	678	710199	710646	447
669	679	710638	710725	87
670	680	710934	711465	531
671	681	711604	711898	294
672	682	712037	712802	765
673	683	712986	713532	546
674	684	713557	715198	1641
675	685	715411	715906	495
676	686	715946	716597	651
677	687	716720	716870	150
678	688	716945	718265	1320
679	689	718261	720460	2199
680	690	720582	720840	258
681	691	721055	721733	678
682	692	721729	724414	2685
683	693	724406	724979	573
684	694	724987	727036	2049
685	695	727058	728732	1674
686	696	728731	728821	90
687	697	729133	729340	207
688	698	729582	733776	4194
689	699	733775	734102	327
690	700	734132	735653	1521
691	701	735649	736219	570
692	702	736444	736684	240
693	703	736824	737961	1137
694	704	738091	738853	762
695	705	739000	739510	510
696	706	739506	740925	1419
697	707	741074	742556	1482
698	708	742826	743570	744
699	709	743592	744249	657
700	710	744242	745175	933
701	711	745164	745899	735
702	712	745934	746726	792
703	713	746722	747769	1047
704	714	747920	748982	1062
705	715	748978	749707	729
706	716	749721	752169	2448
707	717	752228	752795	567
708	718	753184	754468	1284
709	719	755176	755566	390
710	720	755559	755907	348
711	721	755906	757673	1767
712	722	757688	758405	717
713	723	758705	761507	2802
714	724	761521	762739	1218
715	725	763013	764180	1167
716	726	764179	765049	870
717	727	765152	765875	723
718	728	765983	767960	1977
719	729	767977	770611	2634
720	730	771457	773026	1569
721	731	773041	774181	1140
722	732	774195	774309	114
723	733	774308	774602	294
724	734	774751	775156	405
725	735	775152	775845	693
726	736	775848	776277	429
727	737	776341	777607	1266
728	738	777739	779032	1293
729	739	779066	779588	522
730	740	779597	780389	792
731	741	782084	783128	1044
732	742	783165	783885	720
733	743	783881	784823	942
734	744	784936	785317	381
735	745	785632	786685	1053
736	746	786842	787595	753
737	747	787796	788837	1041
738	748	788830	789979	1149
739	749	789982	791029	1047
740	750	791038	792055	1017
741	751	792315	793788	1473
742	752	793855	794644	789
743	753	794772	794922	150
744	754	795088	795862	774
745	755	795861	796551	690
746	756	796553	797612	1059
747	757	797612	798431	819
748	758	798585	799581	996
749	759	799621	800575	954
750	760	800758	801811	1053
751	761	801886	803320	1434
752	762	803502	805764	2262
753	763	805997	807281	1284
754	764	807432	807909	477
755	765	807967	809257	1290
756	766	809343	810384	1041
757	767	810380	811535	1155
758	768	811521	812277	756
759	769	812269	812947	678
760	770	813525	815547	2022
761	771	815738	816647	909
762	772	817043	818033	990
763	773	818054	818567	513
764	774	818569	819055	486
765	775	819047	819293	246
766	776	819294	819747	453
767	777	819883	820588	705
768	778	820792	821506	714
769	779	821541	822498	957
770	780	822497	823739	1242
771	781	823735	824497	762
772	782	824629	825040	411
773	783	825001	826108	1107
774	784	826118	827252	1134
775	785	827244	828981	1737
776	786	828973	829972	999
777	787	829971	830643	672
778	788	830871	832236	1365
779	789	832467	832950	483
780	790	833069	835220	2151
781	791	835247	836210	963
782	792	836350	837436	1086
783	793	837664	837925	261
784	794	838189	838456	267
785	795	838529	839207	678
786	796	839248	841531	2283
787	797	841795	842056	261
788	798	842331	843258	927
789	799	843254	845480	2226
790	800	845740	846463	723
791	801	846459	847119	660
792	802	847257	848004	747
793	803	848407	848911	504
794	804	849209	850097	888
795	805	850449	850965	516
796	806	851013	852597	1584
797	807	852868	852997	129
798	808	853182	853650	468
799	809	853646	854765	1119
800	810	854823	855744	921
801	811	855962	857555	1593
802	812	857795	859061	1266
803	813	859212	860028	816
804	814	860173	862606	2433
805	815	862611	863511	900
806	816	863641	864304	663
807	817	864379	865129	750
808	818	865128	866364	1236
809	819	866567	867533	966
810	820	867519	869391	1872
811	821	869410	870949	1539
812	822	870966	871887	921
813	823	871889	872801	912
814	824	872978	875327	2349
815	825	875334	876663	1329
816	826	876709	878035	1326
817	827	878247	878631	384
818	828	878741	879857	1116
819	829	879853	880480	627
820	830	880726	881929	1203
821	831	881975	882734	759
822	832	882791	883388	597
823	833	883672	884905	1233
824	834	884945	885230	285
825	835	885315	886131	816
826	836	886130	887339	1209
827	837	887422	887959	537
828	838	888133	889819	1686
829	839	890088	890466	378
830	840	890495	890753	258
831	841	890912	891200	288
832	842	891183	891906	723
833	843	891966	892869	903
834	844	892956	893433	477
835	845	893783	894896	1113
836	846	894990	896124	1134
837	847	896133	897087	954
838	848	897083	897929	846
839	849	897988	898477	489
840	850	898517	899645	1128
841	851	899843	900575	732
842	852	900865	901534	669
843	853	901533	902250	717
844	854	902256	902988	732
845	855	903005	903734	729
846	856	903951	904467	516
847	857	904592	904916	324
848	858	904912	905743	831
849	859	905739	906753	1014
850	860	906851	908282	1431
851	861	908292	909294	1002
852	862	909330	911049	1719
853	863	911181	912150	969
854	864	912161	913814	1653
855	865	913957	914857	900
856	866	915351	916047	696
857	867	916472	918131	1659
858	868	918127	919120	993
859	869	919234	920350	1116
860	870	920346	922293	1947
861	871	922365	922590	225
862	872	922912	923233	321
863	873	923263	925540	2277
864	874	926224	926443	219
865	875	926727	927432	705
866	876	927473	929195	1722
867	877	929195	930962	1767
868	878	931084	932050	966
869	879	932594	933089	495
870	880	933223	937213	3990
871	881	937371	937983	612
872	882	937993	939337	1344
873	883	939427	940720	1293
874	884	940958	943403	2445
875	885	943413	944031	618
876	886	944032	944896	864
877	887	944930	945557	627
878	888	945870	947019	1149
879	889	947228	948659	1431
880	890	948659	949568	909
881	891	949667	950258	591
882	892	950339	951080	741
883	893	951271	953554	2283
884	894	953608	954466	858
885	895	954871	956632	1761
886	896	956761	957454	693
887	897	957652	958741	1089
888	898	958811	960095	1284
889	899	960263	961028	765
890	900	961200	961884	684
891	901	961994	963668	1674
892	902	963827	964112	285
893	903	964319	966584	2265
894	904	966620	968369	1749
895	905	968365	969352	987
896	906	969388	970621	1233
897	907	970672	970855	183
898	908	970851	971598	747
899	909	971751	972645	894
900	910	972621	973401	780
901	911	973536	974322	786
902	912	974318	975641	1323
903	913	975621	976326	705
904	914	976325	980786	4461
905	915	981046	982894	1848
906	916	983074	983623	549
907	917	983649	984297	648
908	918	984518	985709	1191
909	919	985893	986982	1089
910	920	987584	988985	1401
911	921	989153	990356	1203
912	922	990621	993234	2613
913	923	993276	994044	768
914	924	994040	994832	792
915	925	994842	995988	1146
916	926	995984	996944	960
917	927	996936	997512	576
918	928	997867	998407	540
919	929	998489	999191	702
920	930	999215	1001816	2601
921	931	1001806	1002877	1071
922	932	1002888	1003431	543
923	933	1003438	1003954	516
924	934	1003946	1004657	711
925	935	1004767	1005778	1011
926	936	1005951	1006494	543
927	937	1006490	1007600	1110
928	938	1007843	1009952	2109
929	939	1009963	1011871	1908
930	940	1012000	1013254	1254
931	941	1013258	1014899	1641
932	942	1014895	1015459	564
933	943	1015714	1015882	168
934	944	1015951	1016470	519
935	945	1016538	1018299	1761
936	946	1018484	1018937	453
937	947	1019012	1020053	1041
938	948	1020409	1020919	510
939	949	1021137	1021767	630
940	950	1021729	1023883	2154
941	951	1023901	1024348	447
942	952	1024470	1026525	2055
943	953	1026556	1027015	459
944	954	1027110	1027773	663
945	955	1027945	1028359	414
946	956	1028403	1028721	318
947	957	1028778	1029969	1191
948	958	1030063	1030342	279
949	959	1030338	1030668	330
950	960	1030758	1031418	660
951	961	1032138	1033257	1119
952	962	1033253	1035047	1794
953	963	1035065	1035773	708
954	964	1035769	1036357	588
955	965	1036353	1036752	399
956	966	1036748	1037606	858
957	967	1037739	1039284	1545
958	968	1039295	1040432	1137
959	969	1040444	1040537	93
960	970	1040616	1041915	1299
961	971	1042029	1044210	2181
962	972	1044229	1044676	447
963	973	1044663	1045803	1140
964	974	1045848	1047945	2097
965	975	1047944	1048691	747
966	976	1048687	1049332	645
967	977	1049438	1049744	306
968	978	1049832	1050108	276
969	979	1050026	1050530	504
970	980	1050962	1051175	213
971	981	1051460	1051673	213
972	982	1051846	1052077	231
973	983	1052066	1052240	174
974	984	1052288	1053362	1074
975	985	1053433	1056178	2745
976	986	1056260	1057289	1029
977	987	1057261	1057954	693
978	988	1058083	1059256	1173
979	989	1059255	1061802	2547
980	990	1061798	1062398	600
981	991	1062549	1062855	306
982	992	1062854	1063775	921
983	993	1064035	1065292	1257
984	994	1065584	1066826	1242
985	995	1066863	1067091	228
986	996	1067111	1067708	597
987	997	1068080	1068254	174
988	998	1068510	1069839	1329
989	999	1069859	1070354	495
990	1000	1070364	1070955	591
991	1001	1070964	1071765	801
992	1002	1071772	1072159	387
993	1003	1072170	1072863	693
994	1004	1072862	1074011	1149
995	1005	1074241	1074880	639
996	1006	1074919	1078882	3963
997	1007	1079304	1080813	1509
998	1008	1081355	1081460	105
998	1009	1081459	1082185	726
999	1010	1082242	1083370	1128
1000	1011	1083375	1084647	1272
1001	1012	1084991	1086056	1065
1002	1013	1086105	1086519	414
1003	1014	1086520	1087846	1326
1004	1015	1087838	1089857	2019
1005	1016	1089865	1092289	2424
1006	1017	1092875	1094234	1359
1007	1018	1094274	1095141	867
1008	1019	1095137	1095437	300
1009	1020	1095504	1095846	342
1010	1021	1095842	1096829	987
1011	1022	1097885	1098824	939
1012	1023	1098878	1099616	738
1013	1024	1099639	1100194	555
1014	1025	1100295	1100787	492
1015	1026	1100850	1101684	834
1016	1027	1101710	1102127	417
1017	1028	1102151	1102541	390
1018	1029	1102545	1103196	651
1019	1030	1103950	1104406	456
1020	1031	1104446	1104902	456
1021	1032	1104960	1105293	333
1022	1033	1105413	1105725	312
1023	1034	1105819	1106353	534
1024	1035	1106354	1107776	1422
1025	1036	1107783	1108941	1158
1026	1037	1109334	1110870	1536
1027	1038	1110862	1113406	2544
1028	1039	1113578	1113806	228
1029	1040	1113806	1114181	375
1030	1041	1114263	1115490	1227
1031	1042	1115661	1116582	921
1032	1043	1116806	1117859	1053
1033	1044	1117900	1118476	576
1034	1045	1118479	1119046	567
1035	1046	1119306	1119447	141
1036	1047	1119467	1120586	1119
1037	1048	1120700	1120955	255
1038	1049	1121241	1121487	246
1039	1050	1121560	1122607	1047
1040	1051	1122712	1123273	561
1041	1052	1123406	1124054	648
1042	1053	1124117	1125326	1209
1043	1054	1125561	1126146	585
1044	1055	1126156	1126804	648
1045	1056	1126805	1127729	924
1046	1057	1127838	1129374	1536
1047	1058	1129413	1129830	417
1048	1059	1129834	1130128	294
1049	1060	1130203	1130863	660
1050	1061	1131017	1131434	417
1051	1062	1131437	1131842	405
1052	1063	1131853	1132549	696
1053	1064	1132573	1133782	1209
1054	1065	1133801	1134557	756
1055	1066	1134728	1135511	783
1056	1067	1135563	1136262	699
1057	1068	1136273	1137371	1098
1058	1069	1137370	1138312	942
1059	1070	1138377	1140021	1644
1060	1071	1140032	1140986	954
1061	1072	1141181	1144367	3186
1062	1073	1144501	1144822	321
1063	1074	1144939	1145899	960
1064	1075	1146010	1146595	585
1065	1076	1146793	1147315	522
1066	1077	1147366	1147540	174
1067	1078	1147620	1148691	1071
1068	1079	1148758	1149712	954
1069	1080	1149727	1150657	930
1070	1081	1150669	1151404	735
1071	1082	1151614	1151851	237
1072	1083	1151938	1153180	1242
1073	1084	1153299	1154109	810
1074	1085	1154111	1155134	1023
1075	1086	1155123	1155765	642
1076	1087	1155761	1156766	1005
1077	1088	1156776	1157574	798
1078	1089	1157868	1159302	1434
1079	1090	1159361	1161551	2190
1080	1091	1161884	1162244	360
